,country,date,daily_vaccinations,vaccines
630,India,1/18/2021,151350.00,"Covaxin, Covishield"
631,India,1/19/2021,168709.00,"Covaxin, Covishield"
632,India,1/20/2021,161297.00,"Covaxin, Covishield"
633,India,1/21/2021,173922.00,"Covaxin, Covishield"
634,India,1/22/2021,198656.00,"Covaxin, Covishield"
635,India,1/23/2021,198717.00,"Covaxin, Covishield"
636,India,1/24/2021,198743.00,"Covaxin, Covishield"
637,India,1/25/2021,224251.00,"Covaxin, Covishield"
638,Indonesia,1/12/2021,11823.00,Sinovac
639,Indonesia,1/13/2021,13200.00,Sinovac
640,Indonesia,1/14/2021,13200.00,Sinovac
641,Indonesia,1/15/2021,13200.00,Sinovac
642,Indonesia,1/16/2021,13200.00,Sinovac
643,Indonesia,1/17/2021,13200.00,Sinovac
644,Indonesia,1/18/2021,13200.00,Sinovac
645,Indonesia,1/19/2021,13200.00,Sinovac
646,Indonesia,1/20/2021,13200.00,Sinovac
647,Indonesia,1/21/2021,13200.00,Sinovac
648,Indonesia,1/22/2021,13200.00,Sinovac
649,Indonesia,1/23/2021,12546.00,Sinovac
650,Indonesia,1/24/2021,11892.00,Sinovac
651,Indonesia,1/25/2021,11823.00,Sinovac
652,Ireland,12/31/2020,550.00,Pfizer/BioNTech
653,Ireland,1/1/2021,550.00,Pfizer/BioNTech
654,Ireland,1/2/2021,550.00,Pfizer/BioNTech
655,Ireland,1/3/2021,550.00,Pfizer/BioNTech
656,Ireland,1/4/2021,550.00,Pfizer/BioNTech
657,Ireland,1/5/2021,1194.00,Pfizer/BioNTech
658,Ireland,1/6/2021,1624.00,Pfizer/BioNTech
659,Ireland,1/7/2021,1931.00,Pfizer/BioNTech
660,Ireland,1/8/2021,3028.00,Pfizer/BioNTech
661,Ireland,1/9/2021,4124.00,Pfizer/BioNTech
662,Ireland,1/10/2021,5221.00,Pfizer/BioNTech
663,Ireland,1/11/2021,6919.00,Pfizer/BioNTech
664,Ireland,1/12/2021,8157.00,Pfizer/BioNTech
665,Ireland,1/13/2021,9394.00,Pfizer/BioNTech
666,Ireland,1/14/2021,9452.00,Pfizer/BioNTech
667,Ireland,1/15/2021,8873.00,Pfizer/BioNTech
668,Ireland,1/16/2021,8293.00,Pfizer/BioNTech
669,Ireland,1/17/2021,7714.00,Pfizer/BioNTech
670,Ireland,1/18/2021,7267.00,Pfizer/BioNTech
671,Ireland,1/19/2021,6819.00,Pfizer/BioNTech
672,Ireland,1/20/2021,6371.00,Pfizer/BioNTech
673,Ireland,1/21/2021,6528.00,Pfizer/BioNTech
674,Ireland,1/22/2021,6686.00,Pfizer/BioNTech
675,Ireland,1/23/2021,6843.00,Pfizer/BioNTech
676,Ireland,1/24/2021,7000.00,Pfizer/BioNTech
677,Isle of Man,1/21/2021,90.00,Pfizer/BioNTech
678,Isle of Man,1/22/2021,90.00,Pfizer/BioNTech
679,Isle of Man,1/23/2021,138.00,Pfizer/BioNTech
680,Isle of Man,1/24/2021,155.00,Pfizer/BioNTech
681,Isle of Man,1/25/2021,163.00,Pfizer/BioNTech
682,Israel,12/19/2020,6887.00,"Moderna, Pfizer/BioNTech"
683,Israel,12/20/2020,6887.00,"Moderna, Pfizer/BioNTech"
684,Israel,12/21/2020,14690.00,"Moderna, Pfizer/BioNTech"
685,Israel,12/22/2020,23477.00,"Moderna, Pfizer/BioNTech"
686,Israel,12/23/2020,32331.00,"Moderna, Pfizer/BioNTech"
687,Israel,12/24/2020,39926.00,"Moderna, Pfizer/BioNTech"
688,Israel,12/25/2020,39552.00,"Moderna, Pfizer/BioNTech"
689,Israel,12/26/2020,38469.00,"Moderna, Pfizer/BioNTech"
690,Israel,12/27/2020,51884.00,"Moderna, Pfizer/BioNTech"
691,Israel,12/28/2020,67094.00,"Moderna, Pfizer/BioNTech"
692,Israel,12/29/2020,82835.00,"Moderna, Pfizer/BioNTech"
693,Israel,12/30/2020,95621.00,"Moderna, Pfizer/BioNTech"
694,Israel,12/31/2020,107654.00,"Moderna, Pfizer/BioNTech"
695,Israel,1/1/2021,112314.00,"Moderna, Pfizer/BioNTech"
696,Israel,1/2/2021,117846.00,"Moderna, Pfizer/BioNTech"
697,Israel,1/3/2021,124170.00,"Moderna, Pfizer/BioNTech"
698,Israel,1/4/2021,125626.00,"Moderna, Pfizer/BioNTech"
699,Israel,1/5/2021,121500.00,"Moderna, Pfizer/BioNTech"
700,Israel,1/6/2021,114634.00,"Moderna, Pfizer/BioNTech"
701,Israel,1/7/2021,108735.00,"Moderna, Pfizer/BioNTech"
702,Israel,1/8/2021,108004.00,"Moderna, Pfizer/BioNTech"
703,Israel,1/9/2021,104169.00,"Moderna, Pfizer/BioNTech"
704,Israel,1/10/2021,89553.00,"Moderna, Pfizer/BioNTech"
705,Israel,1/11/2021,75289.00,"Moderna, Pfizer/BioNTech"
706,Israel,1/12/2021,66167.00,"Moderna, Pfizer/BioNTech"
707,Israel,1/13/2021,67059.00,"Moderna, Pfizer/BioNTech"
708,Israel,1/14/2021,68432.00,"Moderna, Pfizer/BioNTech"
709,Israel,1/15/2021,68475.00,"Moderna, Pfizer/BioNTech"
710,Israel,1/16/2021,70010.00,"Moderna, Pfizer/BioNTech"
711,Israel,1/17/2021,85359.00,"Moderna, Pfizer/BioNTech"
712,Israel,1/18/2021,106360.00,"Moderna, Pfizer/BioNTech"
713,Israel,1/19/2021,127524.00,"Moderna, Pfizer/BioNTech"
714,Israel,1/20/2021,143169.00,"Moderna, Pfizer/BioNTech"
715,Israel,1/21/2021,158364.00,"Moderna, Pfizer/BioNTech"
716,Israel,1/22/2021,164426.00,"Moderna, Pfizer/BioNTech"
717,Israel,1/23/2021,169880.00,"Moderna, Pfizer/BioNTech"
718,Israel,1/24/2021,177883.00,"Moderna, Pfizer/BioNTech"
719,Israel,1/25/2021,176343.00,"Moderna, Pfizer/BioNTech"
720,Italy,12/27/2020,926.00,Pfizer/BioNTech
721,Italy,12/28/2020,950.00,Pfizer/BioNTech
722,Italy,12/29/2020,926.00,Pfizer/BioNTech
723,Italy,12/30/2020,2147.00,Pfizer/BioNTech
724,Italy,12/31/2020,7848.00,Pfizer/BioNTech
725,Italy,1/1/2021,8456.00,Pfizer/BioNTech
726,Italy,1/2/2021,13319.00,Pfizer/BioNTech
727,Italy,1/3/2021,16365.00,Pfizer/BioNTech
728,Italy,1/4/2021,25812.00,Pfizer/BioNTech
729,Italy,1/5/2021,36875.00,Pfizer/BioNTech
730,Italy,1/6/2021,45417.00,Pfizer/BioNTech
731,Italy,1/7/2021,54829.00,Pfizer/BioNTech
732,Italy,1/8/2021,66485.00,Pfizer/BioNTech
733,Italy,1/9/2021,73108.00,Pfizer/BioNTech
734,Italy,1/10/2021,76632.00,Pfizer/BioNTech
735,Italy,1/11/2021,78150.00,Pfizer/BioNTech
736,Italy,1/12/2021,78193.00,Pfizer/BioNTech
737,Italy,1/13/2021,81858.00,Pfizer/BioNTech
738,Italy,1/14/2021,81516.00,Pfizer/BioNTech
739,Italy,1/15/2021,80095.00,Pfizer/BioNTech
740,Italy,1/16/2021,76658.00,Pfizer/BioNTech
741,Italy,1/17/2021,73130.00,Pfizer/BioNTech
742,Italy,1/18/2021,67599.00,Pfizer/BioNTech
743,Italy,1/19/2021,60503.00,Pfizer/BioNTech
744,Italy,1/20/2021,51507.00,Pfizer/BioNTech
745,Italy,1/21/2021,43534.00,Pfizer/BioNTech
746,Italy,1/22/2021,35131.00,Pfizer/BioNTech
747,Italy,1/23/2021,31852.00,Pfizer/BioNTech
748,Italy,1/24/2021,31537.00,Pfizer/BioNTech
749,Italy,1/25/2021,32241.00,Pfizer/BioNTech
750,Kuwait,12/28/2020,0.00,Pfizer/BioNTech
751,Latvia,12/28/2020,338.00,Pfizer/BioNTech
752,Latvia,12/29/2020,877.00,Pfizer/BioNTech
753,Latvia,12/30/2020,832.00,Pfizer/BioNTech
754,Latvia,12/31/2020,602.00,Pfizer/BioNTech
755,Latvia,1/1/2021,486.00,Pfizer/BioNTech
756,Latvia,1/2/2021,417.00,Pfizer/BioNTech
757,Latvia,1/3/2021,371.00,Pfizer/BioNTech
758,Latvia,1/4/2021,338.00,Pfizer/BioNTech
759,Latvia,1/5/2021,339.00,Pfizer/BioNTech
760,Latvia,1/6/2021,338.00,Pfizer/BioNTech
761,Latvia,1/7/2021,433.00,Pfizer/BioNTech
762,Latvia,1/8/2021,542.00,Pfizer/BioNTech
763,Latvia,1/9/2021,565.00,Pfizer/BioNTech
764,Latvia,1/10/2021,592.00,Pfizer/BioNTech
765,Latvia,1/11/2021,767.00,Pfizer/BioNTech
766,Latvia,1/12/2021,872.00,Pfizer/BioNTech
767,Latvia,1/13/2021,976.00,Pfizer/BioNTech
768,Latvia,1/14/2021,1120.00,Pfizer/BioNTech
769,Latvia,1/15/2021,1258.00,Pfizer/BioNTech
770,Latvia,1/16/2021,1309.00,Pfizer/BioNTech
771,Latvia,1/17/2021,1279.00,Pfizer/BioNTech
772,Latvia,1/18/2021,1204.00,Pfizer/BioNTech
773,Latvia,1/19/2021,1098.00,Pfizer/BioNTech
774,Latvia,1/20/2021,993.00,Pfizer/BioNTech
775,Latvia,1/21/2021,773.00,Pfizer/BioNTech
776,Latvia,1/22/2021,537.00,Pfizer/BioNTech
777,Latvia,1/23/2021,460.00,Pfizer/BioNTech
778,Latvia,1/24/2021,491.00,Pfizer/BioNTech
779,Latvia,1/25/2021,418.00,Pfizer/BioNTech
780,Lithuania,12/25/2020,311.00,"Moderna, Pfizer/BioNTech"
781,Lithuania,12/26/2020,1208.00,"Moderna, Pfizer/BioNTech"
782,Lithuania,12/27/2020,1208.00,"Moderna, Pfizer/BioNTech"
783,Lithuania,12/28/2020,1734.00,"Moderna, Pfizer/BioNTech"
784,Lithuania,12/29/2020,2047.00,"Moderna, Pfizer/BioNTech"
785,Lithuania,12/30/2020,1944.00,"Moderna, Pfizer/BioNTech"
786,Lithuania,12/31/2020,1624.00,"Moderna, Pfizer/BioNTech"
787,Lithuania,1/1/2021,1410.00,"Moderna, Pfizer/BioNTech"
788,Lithuania,1/2/2021,1255.00,"Moderna, Pfizer/BioNTech"
789,Lithuania,1/3/2021,1100.00,"Moderna, Pfizer/BioNTech"
790,Lithuania,1/4/2021,720.00,"Moderna, Pfizer/BioNTech"
791,Lithuania,1/5/2021,311.00,"Moderna, Pfizer/BioNTech"
792,Lithuania,1/6/2021,592.00,"Moderna, Pfizer/BioNTech"
793,Lithuania,1/7/2021,1180.00,"Moderna, Pfizer/BioNTech"
794,Lithuania,1/8/2021,1897.00,"Moderna, Pfizer/BioNTech"
795,Lithuania,1/9/2021,1923.00,"Moderna, Pfizer/BioNTech"
796,Lithuania,1/10/2021,1905.00,"Moderna, Pfizer/BioNTech"
797,Lithuania,1/11/2021,2201.00,"Moderna, Pfizer/BioNTech"
798,Lithuania,1/12/2021,2479.00,"Moderna, Pfizer/BioNTech"
799,Lithuania,1/13/2021,2843.00,"Moderna, Pfizer/BioNTech"
800,Lithuania,1/14/2021,3476.00,"Moderna, Pfizer/BioNTech"
801,Lithuania,1/15/2021,3765.00,"Moderna, Pfizer/BioNTech"
802,Lithuania,1/16/2021,3877.00,"Moderna, Pfizer/BioNTech"
803,Lithuania,1/17/2021,4038.00,"Moderna, Pfizer/BioNTech"
804,Lithuania,1/18/2021,4363.00,"Moderna, Pfizer/BioNTech"
805,Lithuania,1/19/2021,4960.00,"Moderna, Pfizer/BioNTech"
806,Lithuania,1/20/2021,4587.00,"Moderna, Pfizer/BioNTech"
807,Lithuania,1/21/2021,3564.00,"Moderna, Pfizer/BioNTech"
808,Lithuania,1/22/2021,2581.00,"Moderna, Pfizer/BioNTech"
809,Lithuania,1/23/2021,2427.00,"Moderna, Pfizer/BioNTech"
810,Lithuania,1/24/2021,2268.00,"Moderna, Pfizer/BioNTech"
811,Lithuania,1/25/2021,1633.00,"Moderna, Pfizer/BioNTech"
812,Luxembourg,12/30/2020,62.00,Pfizer/BioNTech
813,Luxembourg,12/31/2020,62.00,Pfizer/BioNTech
814,Luxembourg,1/1/2021,62.00,Pfizer/BioNTech
815,Luxembourg,1/2/2021,62.00,Pfizer/BioNTech
816,Luxembourg,1/3/2021,62.00,Pfizer/BioNTech
817,Luxembourg,1/4/2021,62.00,Pfizer/BioNTech
818,Luxembourg,1/5/2021,62.00,Pfizer/BioNTech
819,Luxembourg,1/6/2021,62.00,Pfizer/BioNTech
820,Luxembourg,1/7/2021,62.00,Pfizer/BioNTech
821,Luxembourg,1/8/2021,62.00,Pfizer/BioNTech
822,Luxembourg,1/9/2021,62.00,Pfizer/BioNTech
823,Luxembourg,1/10/2021,62.00,Pfizer/BioNTech
824,Luxembourg,1/11/2021,62.00,Pfizer/BioNTech
825,Luxembourg,1/12/2021,114.00,Pfizer/BioNTech
826,Luxembourg,1/13/2021,177.00,Pfizer/BioNTech
827,Luxembourg,1/14/2021,220.00,Pfizer/BioNTech
828,Luxembourg,1/15/2021,236.00,Pfizer/BioNTech
829,Luxembourg,1/16/2021,252.00,Pfizer/BioNTech
830,Luxembourg,1/17/2021,268.00,Pfizer/BioNTech
831,Luxembourg,1/18/2021,375.00,Pfizer/BioNTech
832,Luxembourg,1/19/2021,417.00,Pfizer/BioNTech
833,Luxembourg,1/20/2021,475.00,Pfizer/BioNTech
834,Luxembourg,1/21/2021,523.00,Pfizer/BioNTech
835,Luxembourg,1/22/2021,537.00,Pfizer/BioNTech
836,Luxembourg,1/23/2021,551.00,Pfizer/BioNTech
837,Luxembourg,1/24/2021,565.00,Pfizer/BioNTech
838,Malta,12/28/2020,259.00,Pfizer/BioNTech
839,Malta,12/29/2020,259.00,Pfizer/BioNTech
840,Malta,12/30/2020,259.00,Pfizer/BioNTech
841,Malta,12/31/2020,259.00,Pfizer/BioNTech
842,Malta,1/1/2021,259.00,Pfizer/BioNTech
843,Malta,1/2/2021,259.00,Pfizer/BioNTech
844,Malta,1/3/2021,259.00,Pfizer/BioNTech
845,Malta,1/4/2021,259.00,Pfizer/BioNTech
846,Malta,1/5/2021,281.00,Pfizer/BioNTech
847,Malta,1/6/2021,304.00,Pfizer/BioNTech
848,Malta,1/7/2021,327.00,Pfizer/BioNTech
849,Malta,1/8/2021,350.00,Pfizer/BioNTech
850,Malta,1/9/2021,373.00,Pfizer/BioNTech
851,Malta,1/10/2021,396.00,Pfizer/BioNTech
852,Malta,1/11/2021,419.00,Pfizer/BioNTech
853,Malta,1/12/2021,524.00,Pfizer/BioNTech
854,Malta,1/13/2021,629.00,Pfizer/BioNTech
855,Malta,1/14/2021,735.00,Pfizer/BioNTech
856,Malta,1/15/2021,840.00,Pfizer/BioNTech
857,Malta,1/16/2021,938.00,Pfizer/BioNTech
858,Malta,1/17/2021,1036.00,Pfizer/BioNTech
859,Malta,1/18/2021,1162.00,Pfizer/BioNTech
860,Malta,1/19/2021,1178.00,Pfizer/BioNTech
861,Malta,1/20/2021,1162.00,Pfizer/BioNTech
862,Malta,1/21/2021,1170.00,Pfizer/BioNTech
863,Malta,1/22/2021,1182.00,Pfizer/BioNTech
864,Malta,1/23/2021,1190.00,Pfizer/BioNTech
865,Malta,1/24/2021,1182.00,Pfizer/BioNTech
866,Mexico,12/24/2020,1300.00,Pfizer/BioNTech
867,Mexico,12/25/2020,1300.00,Pfizer/BioNTech
868,Mexico,12/26/2020,1300.00,Pfizer/BioNTech
869,Mexico,12/27/2020,1300.00,Pfizer/BioNTech
870,Mexico,12/28/2020,1664.00,Pfizer/BioNTech
871,Mexico,12/29/2020,3121.00,Pfizer/BioNTech
872,Mexico,12/30/2020,3679.00,Pfizer/BioNTech
873,Mexico,12/31/2020,3695.00,Pfizer/BioNTech
874,Mexico,1/1/2021,4051.00,Pfizer/BioNTech
875,Mexico,1/2/2021,4407.00,Pfizer/BioNTech
876,Mexico,1/3/2021,4763.00,Pfizer/BioNTech
877,Mexico,1/4/2021,4912.00,Pfizer/BioNTech
878,Mexico,1/5/2021,4244.00,Pfizer/BioNTech
879,Mexico,1/6/2021,4027.00,Pfizer/BioNTech
880,Mexico,1/7/2021,4230.00,Pfizer/BioNTech
881,Mexico,1/8/2021,4984.00,Pfizer/BioNTech
882,Mexico,1/9/2021,5488.00,Pfizer/BioNTech
883,Mexico,1/10/2021,5876.00,Pfizer/BioNTech
884,Mexico,1/11/2021,6157.00,Pfizer/BioNTech
885,Mexico,1/12/2021,6378.00,Pfizer/BioNTech
886,Mexico,1/13/2021,19912.00,Pfizer/BioNTech
887,Mexico,1/14/2021,38797.00,Pfizer/BioNTech
888,Mexico,1/15/2021,49987.00,Pfizer/BioNTech
889,Mexico,1/16/2021,55493.00,Pfizer/BioNTech
890,Mexico,1/17/2021,55835.00,Pfizer/BioNTech
891,Mexico,1/18/2021,57924.00,Pfizer/BioNTech
892,Mexico,1/19/2021,57892.00,Pfizer/BioNTech
893,Mexico,1/20/2021,44066.00,Pfizer/BioNTech
894,Mexico,1/21/2021,31765.00,Pfizer/BioNTech
895,Mexico,1/22/2021,28205.00,Pfizer/BioNTech
896,Mexico,1/23/2021,22217.00,Pfizer/BioNTech
897,Mexico,1/24/2021,22498.00,Pfizer/BioNTech
898,Mexico,1/25/2021,21797.00,Pfizer/BioNTech
899,Netherlands,1/6/2021,4000.00,"Moderna, Pfizer/BioNTech"
900,Netherlands,1/7/2021,9000.00,"Moderna, Pfizer/BioNTech"
901,Netherlands,1/8/2021,10500.00,"Moderna, Pfizer/BioNTech"
902,Netherlands,1/9/2021,8000.00,"Moderna, Pfizer/BioNTech"
903,Netherlands,1/10/2021,7000.00,"Moderna, Pfizer/BioNTech"
904,Netherlands,1/11/2021,5900.00,"Moderna, Pfizer/BioNTech"
905,Netherlands,1/12/2021,6500.00,"Moderna, Pfizer/BioNTech"
906,Netherlands,1/13/2021,5857.00,"Moderna, Pfizer/BioNTech"
907,Netherlands,1/14/2021,5143.00,"Moderna, Pfizer/BioNTech"
908,Netherlands,1/15/2021,4000.00,"Moderna, Pfizer/BioNTech"
909,Netherlands,1/16/2021,5143.00,"Moderna, Pfizer/BioNTech"
910,Netherlands,1/17/2021,6143.00,"Moderna, Pfizer/BioNTech"
911,Netherlands,1/18/2021,7024.00,"Moderna, Pfizer/BioNTech"
912,Netherlands,1/19/2021,6762.00,"Moderna, Pfizer/BioNTech"
913,Netherlands,1/20/2021,7571.00,"Moderna, Pfizer/BioNTech"
914,Netherlands,1/21/2021,9500.00,"Moderna, Pfizer/BioNTech"
915,Netherlands,1/22/2021,11429.00,"Moderna, Pfizer/BioNTech"
916,Northern Ireland,12/13/2020,1563.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
917,Northern Ireland,12/14/2020,1778.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
918,Northern Ireland,12/15/2020,1778.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
919,Northern Ireland,12/16/2020,1778.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
920,Northern Ireland,12/17/2020,1778.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
921,Northern Ireland,12/18/2020,1778.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
922,Northern Ireland,12/19/2020,1778.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
923,Northern Ireland,12/20/2020,1778.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
924,Northern Ireland,12/21/2020,1829.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
925,Northern Ireland,12/22/2020,1880.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
926,Northern Ireland,12/23/2020,1931.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
927,Northern Ireland,12/24/2020,1982.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
928,Northern Ireland,12/25/2020,2033.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
929,Northern Ireland,12/26/2020,2084.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
930,Northern Ireland,12/27/2020,2135.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
931,Northern Ireland,12/28/2020,2054.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
932,Northern Ireland,12/29/2020,1972.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
933,Northern Ireland,12/30/2020,1890.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
934,Northern Ireland,12/31/2020,1808.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
935,Northern Ireland,1/1/2021,1726.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
936,Northern Ireland,1/2/2021,1645.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
937,Northern Ireland,1/3/2021,1563.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
938,Northern Ireland,1/4/2021,2360.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
939,Northern Ireland,1/5/2021,3157.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
940,Northern Ireland,1/6/2021,3954.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
941,Northern Ireland,1/7/2021,4751.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
942,Northern Ireland,1/8/2021,5548.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
943,Northern Ireland,1/9/2021,6345.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
944,Northern Ireland,1/10/2021,7143.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
945,Northern Ireland,1/11/2021,7197.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
946,Northern Ireland,1/12/2021,7574.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
947,Northern Ireland,1/13/2021,8332.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
948,Northern Ireland,1/14/2021,9044.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
949,Northern Ireland,1/15/2021,8530.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
950,Northern Ireland,1/16/2021,7964.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
951,Northern Ireland,1/17/2021,7826.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
952,Northern Ireland,1/18/2021,7852.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
953,Northern Ireland,1/19/2021,7306.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
954,Northern Ireland,1/20/2021,6404.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
955,Northern Ireland,1/21/2021,5674.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
956,Northern Ireland,1/22/2021,5664.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
957,Northern Ireland,1/23/2021,5396.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
958,Northern Ireland,1/24/2021,5089.00,"Oxford/AstraZeneca, Pfizer/BioNTech"
959,Norway,12/27/2020,224.00,Pfizer/BioNTech
960,Norway,12/28/2020,600.00,Pfizer/BioNTech
961,Norway,12/29/2020,834.00,Pfizer/BioNTech
962,Norway,12/30/2020,697.00,Pfizer/BioNTech
963,Norway,12/31/2020,540.00,Pfizer/BioNTech
964,Norway,1/1/2021,434.00,Pfizer/BioNTech
965,Norway,1/2/2021,361.00,Pfizer/BioNTech
966,Norway,1/3/2021,310.00,Pfizer/BioNTech
967,Norway,1/4/2021,224.00,Pfizer/BioNTech
968,Norway,1/5/2021,560.00,Pfizer/BioNTech
969,Norway,1/6/2021,1772.00,Pfizer/BioNTech
970,Norway,1/7/2021,2696.00,Pfizer/BioNTech
971,Norway,1/8/2021,2924.00,Pfizer/BioNTech
972,Norway,1/9/2021,2942.00,Pfizer/BioNTech
973,Norway,1/10/2021,2958.00,Pfizer/BioNTech
974,Norway,1/11/2021,3006.00,Pfizer/BioNTech
975,Norway,1/12/2021,3105.00,Pfizer/BioNTech
976,Norway,1/13/2021,3201.00,Pfizer/BioNTech
977,Norway,1/14/2021,3447.00,Pfizer/BioNTech
978,Norway,1/15/2021,3847.00,Pfizer/BioNTech
979,Norway,1/16/2021,3929.00,Pfizer/BioNTech
980,Norway,1/17/2021,3955.00,Pfizer/BioNTech
981,Norway,1/18/2021,4120.00,Pfizer/BioNTech
982,Norway,1/19/2021,4276.00,Pfizer/BioNTech
983,Norway,1/20/2021,4356.00,Pfizer/BioNTech
984,Norway,1/21/2021,4303.00,Pfizer/BioNTech
985,Norway,1/22/2021,4109.00,Pfizer/BioNTech
986,Norway,1/23/2021,4059.00,Pfizer/BioNTech
987,Norway,1/24/2021,4027.00,Pfizer/BioNTech
988,Oman,12/28/2020,817.00,Pfizer/BioNTech
989,Oman,12/29/2020,1646.00,Pfizer/BioNTech
990,Oman,12/30/2020,1663.00,Pfizer/BioNTech
991,Oman,12/31/2020,1600.00,Pfizer/BioNTech
992,Oman,1/1/2021,1289.00,Pfizer/BioNTech
993,Oman,1/2/2021,1103.00,Pfizer/BioNTech
994,Oman,1/3/2021,1185.00,Pfizer/BioNTech
995,Oman,1/4/2021,1287.00,Pfizer/BioNTech
996,Oman,1/5/2021,1341.00,Pfizer/BioNTech
997,Oman,1/6/2021,1280.00,Pfizer/BioNTech
998,Oman,1/7/2021,1199.00,Pfizer/BioNTech
999,Oman,1/8/2021,1158.00,Pfizer/BioNTech
1000,Oman,1/9/2021,1113.00,Pfizer/BioNTech
1001,Oman,1/10/2021,1012.00,Pfizer/BioNTech
1002,Oman,1/11/2021,1080.00,Pfizer/BioNTech
1003,Oman,1/12/2021,1128.00,Pfizer/BioNTech
1004,Oman,1/13/2021,1249.00,Pfizer/BioNTech
1005,Oman,1/14/2021,1328.00,Pfizer/BioNTech
1006,Oman,1/15/2021,1358.00,Pfizer/BioNTech
1007,Oman,1/16/2021,1393.00,Pfizer/BioNTech
1008,Oman,1/17/2021,1363.00,Pfizer/BioNTech
1009,Oman,1/18/2021,1210.00,Pfizer/BioNTech
1010,Oman,1/19/2021,1057.00,Pfizer/BioNTech
1011,Oman,1/20/2021,971.00,Pfizer/BioNTech
1012,Oman,1/21/2021,817.00,Pfizer/BioNTech
1013,Oman,1/22/2021,830.00,Pfizer/BioNTech
1014,Oman,1/23/2021,843.00,Pfizer/BioNTech
1015,Oman,1/24/2021,1046.00,Pfizer/BioNTech
1016,Panama,1/19/2021,6.00,Pfizer/BioNTech
1017,Panama,1/20/2021,6.00,Pfizer/BioNTech
1018,Panama,1/21/2021,1364.00,Pfizer/BioNTech
1019,Panama,1/22/2021,1694.00,Pfizer/BioNTech
1020,Panama,1/23/2021,1398.00,Pfizer/BioNTech
1021,Panama,1/24/2021,1284.00,Pfizer/BioNTech
1022,Poland,12/28/2020,4300.00,Pfizer/BioNTech
1023,Poland,12/29/2020,4300.00,Pfizer/BioNTech
1024,Poland,12/30/2020,17150.00,Pfizer/BioNTech
1025,Poland,12/31/2020,15200.00,Pfizer/BioNTech
1026,Poland,1/1/2021,11749.00,Pfizer/BioNTech
1027,Poland,1/2/2021,9678.00,Pfizer/BioNTech
1028,Poland,1/3/2021,8139.00,Pfizer/BioNTech
1029,Poland,1/4/2021,12889.00,Pfizer/BioNTech
1030,Poland,1/5/2021,19132.00,Pfizer/BioNTech
1031,Poland,1/6/2021,17723.00,Pfizer/BioNTech
1032,Poland,1/7/2021,20194.00,Pfizer/BioNTech
1033,Poland,1/8/2021,21399.00,Pfizer/BioNTech
1034,Poland,1/9/2021,21376.00,Pfizer/BioNTech
1035,Poland,1/10/2021,21746.00,Pfizer/BioNTech
1036,Poland,1/11/2021,23659.00,Pfizer/BioNTech
1037,Poland,1/12/2021,24199.00,Pfizer/BioNTech
1038,Poland,1/13/2021,29836.00,Pfizer/BioNTech
1039,Poland,1/14/2021,31646.00,Pfizer/BioNTech
1040,Poland,1/15/2021,34025.00,Pfizer/BioNTech
1041,Poland,1/16/2021,36754.00,Pfizer/BioNTech
1042,Poland,1/17/2021,38059.00,Pfizer/BioNTech
